student_id,item_template_id,game_type,axis,fine_skill,attempts,correct,accuracy,slow_rate,sparse_template
stu_1776848747452_2240,order_numbers__desc__seq2__3digits,order_numbers,number_sense,number_ordering,1,0,0.0,0.0,False
stu_1776848747452_2240,order_numbers__desc__seq2__3digits,order_numbers,sequential_thinking,number_ordering,1,0,0.0,0.0,False
stu_1776848747452_2240,order_numbers__desc__seq3__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848747452_2240,order_numbers__desc__seq3__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848747452_2240,order_numbers__desc__seq5__2digits,order_numbers,number_sense,number_ordering,1,0,0.0,0.0,False
stu_1776848747452_2240,order_numbers__desc__seq5__2digits,order_numbers,sequential_thinking,number_ordering,1,0,0.0,0.0,False
stu_1776848878846_8648,choose_answer__Addition__OneStepProblem__2digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,2,2,1.0,0.0,False
stu_1776848878846_8648,choose_answer__Addition__OneStepProblem__2digits__3options,choose_answer,number_sense,operation_identification_from_context,2,2,1.0,0.0,False
stu_1776848878846_8648,choose_answer__Addition__OneStepProblem__2digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,2,2,1.0,0.0,False
stu_1776848878846_8648,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1776848878846_8648,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1776848878846_8648,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1776848878846_8648,compare_numbers__Equal__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848878846_8648,compare_numbers__Greater__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848878846_8648,compare_numbers__Less__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848878846_8648,decompose_number__3digits__2parts__zeroFalse,decompose_number,number_sense,place_value_decomposition,1,1,1.0,0.0,False
stu_1776848878846_8648,decompose_number__3digits__2parts__zeroFalse,decompose_number,visual_matching,place_value_decomposition,1,1,1.0,0.0,False
stu_1776848878846_8648,decompose_number__3digits__3parts__zeroFalse,decompose_number,number_sense,place_value_decomposition,3,3,1.0,0.0,False
stu_1776848878846_8648,decompose_number__3digits__3parts__zeroFalse,decompose_number,visual_matching,place_value_decomposition,3,3,1.0,0.0,False
stu_1776848878846_8648,find_previous_next_number__3digits__normal_range,find_previous_next_number,number_sense,number_sequencing,2,2,1.0,0.0,False
stu_1776848878846_8648,find_previous_next_number__3digits__normal_range,find_previous_next_number,sequential_thinking,number_sequencing,2,2,1.0,0.0,False
stu_1776848878846_8648,identify_place_value__3digits__all_digits_distinct,identify_place_value,number_sense,place_value_identification,2,2,1.0,0.0,False
stu_1776848878846_8648,identify_place_value__3digits__has_repeated_digits,identify_place_value,number_sense,place_value_identification,1,1,1.0,0.0,False
stu_1776848878846_8648,order_numbers__asc__seq3__2digits,order_numbers,number_sense,number_ordering,1,0,0.0,0.0,False
stu_1776848878846_8648,order_numbers__asc__seq3__2digits,order_numbers,sequential_thinking,number_ordering,1,0,0.0,0.0,False
stu_1776848878846_8648,order_numbers__asc__seq4__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848878846_8648,order_numbers__asc__seq4__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848878846_8648,order_numbers__asc__seq5__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848878846_8648,order_numbers__asc__seq5__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848878846_8648,order_numbers__desc__seq5__2digits,order_numbers,number_sense,number_ordering,2,2,1.0,0.0,False
stu_1776848878846_8648,order_numbers__desc__seq5__2digits,order_numbers,sequential_thinking,number_ordering,2,2,1.0,0.0,False
stu_1776848878846_8648,order_numbers__desc__seq5__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848878846_8648,order_numbers__desc__seq5__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848878846_8648,vertical_operations__SimpleAddition__2digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,0,0.0,0.0,False
stu_1776848878846_8648,vertical_operations__SimpleSubtraction__2digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,False
stu_1776848878846_8648,what_number_do_you_hear__1digits__3options,what_number_do_you_hear,audio_recognition,audio_number_recognition,4,4,1.0,0.25,False
stu_1776848878846_8648,what_number_do_you_hear__2digits__3options,what_number_do_you_hear,audio_recognition,audio_number_recognition,2,1,0.5,0.0,False
stu_1776848878846_8648,write_number_in_letters__3digits__langar,write_number_in_letters,number_sense,number_writing,2,2,1.0,0.0,False
stu_1776848878846_8648,write_number_in_letters__3digits__langar,write_number_in_letters,sequential_thinking,number_writing,2,2,1.0,0.0,False
stu_1776848879378_2063,compare_numbers__Equal__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848879378_2063,compare_numbers__Greater__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848879378_2063,compare_numbers__Less__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848879378_2063,find_previous_next_number__2digits__normal_range,find_previous_next_number,number_sense,number_sequencing,2,2,1.0,0.0,False
stu_1776848879378_2063,find_previous_next_number__2digits__normal_range,find_previous_next_number,sequential_thinking,number_sequencing,2,2,1.0,0.0,False
stu_1776848879378_2063,find_previous_next_number__2digits__tens_transition,find_previous_next_number,number_sense,number_sequencing,1,1,1.0,0.0,False
stu_1776848879378_2063,find_previous_next_number__2digits__tens_transition,find_previous_next_number,sequential_thinking,number_sequencing,1,1,1.0,0.0,False
stu_1776848879378_2063,find_previous_next_number__3digits__tens_transition,find_previous_next_number,number_sense,number_sequencing,1,0,0.0,0.0,False
stu_1776848879378_2063,find_previous_next_number__3digits__tens_transition,find_previous_next_number,sequential_thinking,number_sequencing,1,0,0.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq4__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq4__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq4__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq4__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq5__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq5__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq5__3digits,order_numbers,number_sense,number_ordering,1,0,0.0,0.0,False
stu_1776848879378_2063,order_numbers__asc__seq5__3digits,order_numbers,sequential_thinking,number_ordering,1,0,0.0,0.0,False
stu_1776848879378_2063,order_numbers__desc__seq2__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__desc__seq2__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__desc__seq4__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879378_2063,order_numbers__desc__seq4__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,compare_numbers__Equal__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848879823_1392,compare_numbers__Greater__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848879823_1392,compare_numbers__Less__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1776848879823_1392,decompose_number__3digits__3parts__zeroFalse,decompose_number,number_sense,place_value_decomposition,4,4,1.0,0.0,False
stu_1776848879823_1392,decompose_number__3digits__3parts__zeroFalse,decompose_number,visual_matching,place_value_decomposition,4,4,1.0,0.0,False
stu_1776848879823_1392,find_previous_next_number__3digits__normal_range,find_previous_next_number,number_sense,number_sequencing,2,2,1.0,0.0,False
stu_1776848879823_1392,find_previous_next_number__3digits__normal_range,find_previous_next_number,sequential_thinking,number_sequencing,2,2,1.0,0.0,False
stu_1776848879823_1392,order_numbers__asc__seq2__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__asc__seq2__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__asc__seq4__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__asc__seq4__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__asc__seq5__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__asc__seq5__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__desc__seq3__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__desc__seq3__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__desc__seq3__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__desc__seq3__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__desc__seq5__3digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1776848879823_1392,order_numbers__desc__seq5__3digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Addition__OneStepProblem__5digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Addition__OneStepProblem__5digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Addition__OneStepProblem__5digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Division__OneStepProblem__4digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Division__OneStepProblem__4digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Division__OneStepProblem__4digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__1digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__1digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__1digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__2digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__2digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__2digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__3digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,0,0.0,1.0,True
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__3digits__3options,choose_answer,number_sense,operation_identification_from_context,1,0,0.0,1.0,True
stu_1777023080044_2956,choose_answer__Multiplication__OneStepProblem__3digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,0,0.0,1.0,True
stu_1777023080044_2956,choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023080044_2956,choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023080044_2956,choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__2digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__2digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__2digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__4digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__4digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__4digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__5digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__5digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,choose_answer__Subtraction__OneStepProblem__5digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023080044_2956,compare_numbers__Equal__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1777023080044_2956,compare_numbers__Greater__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1777023080044_2956,compare_numbers__Less__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1777023080044_2956,find_previous_next_number__3digits__normal_range,find_previous_next_number,number_sense,number_sequencing,2,2,1.0,0.0,False
stu_1777023080044_2956,find_previous_next_number__3digits__normal_range,find_previous_next_number,sequential_thinking,number_sequencing,2,2,1.0,0.0,False
stu_1777023080044_2956,find_previous_next_number__3digits__tens_transition,find_previous_next_number,number_sense,number_sequencing,1,1,1.0,0.0,False
stu_1777023080044_2956,find_previous_next_number__3digits__tens_transition,find_previous_next_number,sequential_thinking,number_sequencing,1,1,1.0,0.0,False
stu_1777023080044_2956,identify_place_value__1digits__all_digits_same,identify_place_value,number_sense,place_value_identification,4,4,1.0,0.0,True
stu_1777023080044_2956,identify_place_value__2digits__all_digits_distinct,identify_place_value,number_sense,place_value_identification,4,4,1.0,0.0,False
stu_1777023080044_2956,identify_place_value__6digits__has_repeated_digits,identify_place_value,number_sense,place_value_identification,2,2,1.0,0.0,False
stu_1777023080044_2956,order_numbers__asc__seq5__2digits,order_numbers,number_sense,number_ordering,2,2,1.0,0.0,False
stu_1777023080044_2956,order_numbers__asc__seq5__2digits,order_numbers,sequential_thinking,number_ordering,2,2,1.0,0.0,False
stu_1777023080044_2956,order_numbers__desc__seq3__2digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1777023080044_2956,order_numbers__desc__seq3__2digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1777023080044_2956,order_numbers__desc__seq5__6digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,True
stu_1777023080044_2956,order_numbers__desc__seq5__6digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,True
stu_1777023080044_2956,order_numbers__desc__seq6__6digits,order_numbers,number_sense,number_ordering,1,1,1.0,0.0,False
stu_1777023080044_2956,order_numbers__desc__seq6__6digits,order_numbers,sequential_thinking,number_ordering,1,1,1.0,0.0,False
stu_1777023080044_2956,vertical_operations__AdditionWithCarry__2digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,False
stu_1777023080044_2956,vertical_operations__AdditionWithCarry__3digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,False
stu_1777023080044_2956,vertical_operations__AdditionWithCarry__4digits,vertical_operations,arithmetic_fluency,procedural_fluency,2,2,1.0,0.0,False
stu_1777023080044_2956,vertical_operations__AdditionWithCarry__5digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,False
stu_1777023080044_2956,vertical_operations__MultiStepMultiplication__3digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,True
stu_1777023080044_2956,vertical_operations__MultiStepMultiplication__5digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,0,0.0,0.0,True
stu_1777023080044_2956,vertical_operations__SimpleSubtraction__1digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,False
stu_1777023080044_2956,vertical_operations__SimpleSubtraction__2digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,0,0.0,0.0,False
stu_1777023080044_2956,vertical_operations__SingleStepMultiplication__1digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,True
stu_1777023080044_2956,vertical_operations__SubtractionWithBorrow__3digits,vertical_operations,arithmetic_fluency,procedural_fluency,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Division__OneStepProblem__5digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Division__OneStepProblem__5digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Division__OneStepProblem__5digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,2,2,1.0,0.5,False
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,number_sense,operation_identification_from_context,2,2,1.0,0.5,False
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__2digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,2,2,1.0,0.5,False
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__2digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,2,2,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__2digits__4options,choose_answer,number_sense,operation_identification_from_context,2,2,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__2digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,2,2,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__3digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,1.0,True
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__3digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,1.0,True
stu_1777023761242_7194,choose_answer__Multiplication__OneStepProblem__3digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,1.0,True
stu_1777023761242_7194,choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023761242_7194,choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023761242_7194,choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,1.0,False
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__2digits__3options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__2digits__3options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__2digits__3options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__4digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__4digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__4digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,True
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__5digits__4options,choose_answer,arithmetic_fluency,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__5digits__4options,choose_answer,number_sense,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,choose_answer__Subtraction__OneStepProblem__5digits__4options,choose_answer,sequential_thinking,operation_identification_from_context,1,1,1.0,0.0,False
stu_1777023761242_7194,compare_numbers__Equal__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1777023761242_7194,compare_numbers__Greater__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1777023761242_7194,compare_numbers__Less__3digits,compare_numbers,comparison_skill,number_comparison,1,1,1.0,0.0,False
stu_1777023761242_7194,find_previous_next_number__3digits__normal_range,find_previous_next_number,number_sense,number_sequencing,2,2,1.0,0.0,False
stu_1777023761242_7194,find_previous_next_number__3digits__normal_range,find_previous_next_number,sequential_thinking,number_sequencing,2,2,1.0,0.0,False
stu_1777023761242_7194,find_previous_next_number__3digits__tens_transition,find_previous_next_number,number_sense,number_sequencing,1,1,1.0,0.0,False
stu_1777023761242_7194,find_previous_next_number__3digits__tens_transition,find_previous_next_number,sequential_thinking,number_sequencing,1,1,1.0,0.0,False
