student_id,test_id,game_type,mistake_type,weakness_type,operation,skill_subtype,question_type,format,num_digits,complexity_level,comparison_type,order_direction,sequence_length,difficulty_zone,count,examples,expected,given,operations_expected,operations_used
stu_1776848879378_2063,test_1776848340577_ghi7b5y,order_numbers,MultipleMisplacements,WrongAnswer,,,Ordering,Visual,3.0,hard,,asc,5.0,,1,,,,,
stu_1777023080044_2956,test_1777023978840_kask7x7,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Multiplication""]","[""Multiplication""]"
stu_1777023080044_2956,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,910–919,1,[917],,,,
stu_1777023080044_2956,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,400–409,1,[405],,,,
stu_1777023080044_2956,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,750–759,1,[759],,,,
stu_1777023761242_7194,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,520–529,1,[529],,,,
stu_1777023761242_7194,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,680–689,1,[684],,,,
stu_1777023761242_7194,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,870–879,1,[878],,,,
stu_1777023761468_62,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,MultiStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Subtraction"", ""Multiplication""]","[""Subtraction""]"
stu_1777023761468_62,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,420–429,1,[428],,,,
stu_1777023761468_62,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,680–689,1,[685],,,,
stu_1777023761468_62,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,840–849,1,[840],,,,
stu_1777023761468_62,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,10–19,1,[17],,,,
stu_1777023761468_62,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,30–39,1,[35],,,,
stu_1777023761468_62,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,90–99,1,[94],,,,
stu_1777023761468_62,test_1777023978840_kask7x7,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,4.0,medium,,,,,1,,,,,
stu_1777023761468_62,test_1777023978840_kask7x7,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,4.0,hard,,,,,1,,,,,
stu_1777023761468_62,test_1777023978840_kask7x7,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,3.0,medium,,,,,1,,,,,
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,MultiStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Subtraction"", ""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Subtraction""]"
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,MultiStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Subtraction"", ""Multiplication""]","[""Subtraction""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,1.0,very-easy,,,,,1,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,MissingPrevious,,,,PreviousNumber,,,,,,,,2,"[677, 887]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,MissingNext,,,,NextNumber,,,,,,,,2,"[677, 887]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,670–679,1,[677],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,880–889,1,[887],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,0–9,1,[8],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,AddedTen,,,,PreviousNumber,,,,,,,,3,"[25, 24, 86]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,AddedTen,,,,NextNumber,,,,,,,,3,"[25, 24, 86]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,20–29,2,"[25, 24]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,80–89,1,[86],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,find_previous_next_number,AboveThresholdWeakness,,,,,,,,,,,,3,"[25, 24, 86]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,order_numbers,MultipleMisplacements,WrongAnswer,,,Ordering,Visual,2.0,medium,,desc,7.0,,1,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,order_numbers,MultipleMisplacements,WrongAnswer,,,Ordering,Visual,2.0,medium,,desc,6.0,,1,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,2.0,easy,,asc,2.0,,2,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,2.0,easy,,asc,2.0,,2,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,2.0,easy,,asc,2.0,,2,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,2.0,easy,,asc,2.0,,2,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,4.0,hard,,,,,1,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,3.0,medium,,,,,1,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,vertical_operations,ComputationError,WrongAnswer,Addition,AdditionWithCarry,,Vertical,3.0,medium,,,,,1,,,,,
stu_1777023761898_3121,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761898_3121,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,470–479,1,[472],,,,
stu_1777023761898_3121,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,270–279,1,[272],,,,
stu_1777023761898_3121,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,930–939,1,[936],,,,
stu_1777023762111_459,test_1777023978840_kask7x7,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1777023762111_459,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,30–39,1,[34],,,,
stu_1777023762111_459,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,850–859,1,[854],,,,
stu_1777023762111_459,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,700–709,1,[707],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,MultiStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Subtraction"", ""Multiplication""]","[""Subtraction""]"
stu_1777023762305_6832,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,210–219,1,[213],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,490–499,1,[495],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,480–489,1,[488],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,2.0,medium,,asc,3.0,,1,,,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,compare_numbers,ReversedSign,WrongAnswer,,,Comparison,Horizontal,3.0,hard,Greater,,,,1,,,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,compare_numbers,ReversedSign,WrongAnswer,,,Comparison,Horizontal,2.0,medium,Greater,,,,1,,,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,280–289,1,[287],,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,530–539,1,[530],,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,0–9,1,[2],,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,4.0,hard,,,,,1,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,medium,,,,,1,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023762504_1364,test_1781048227348_yh9wms9,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,5.0,hard,,,,,1,,,,"[""Subtraction""]","[""Addition""]"
stu_1777023762504_1364,test_1781048227348_yh9wms9,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Subtraction""]"
stu_1777023762504_1364,test_1781048227348_yh9wms9,order_numbers,MultipleMisplacements,WrongAnswer,,,Ordering,Visual,6.0,hard,,asc,6.0,,1,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,order_numbers,MultipleMisplacements,WrongAnswer,,,Ordering,Visual,6.0,hard,,asc,7.0,,1,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,5.0,hard,,asc,5.0,,1,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,5.0,hard,,desc,3.0,,1,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,3.0,easy,,,,,1,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,vertical_operations,ComputationError,WrongAnswer,Multiplication,MultiStepMultiplication,,Vertical,3.0,hard,,,,,1,,,,,
stu_1777023762699_4024,test_1777023978840_kask7x7,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,2.0,medium,,desc,6.0,,1,,,,,
stu_1777023762699_4024,test_1777023978840_kask7x7,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,1.0,easy,,desc,7.0,,1,,,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Addition""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Subtraction""]","[""Multiplication""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,1.0,very-easy,,,,,1,,,,"[""Multiplication""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,1.0,very-easy,,,,,1,,,,"[""Multiplication""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Addition""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,680–689,1,[685],,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,820–829,1,[827],,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,find_previous_next_number,RangeUncertainty,,,,,,,,,,,30–39,1,[39],,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,2.0,medium,,desc,3.0,,1,,,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,2.0,medium,,asc,3.0,,1,,,,,
stu_1777023762902_7362,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,550–559,1,[554],,,,
stu_1777023762902_7362,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,90–99,1,[92],,,,
stu_1777023762902_7362,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,120–129,1,[126],,,,
stu_1777023763129_6667,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023763129_6667,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Multiplication""]","[""Division""]"
stu_1777023763129_6667,test_1777023978840_kask7x7,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Addition""]","[""Subtraction""]"
stu_1777023763129_6667,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,280–289,1,[285],,,,
stu_1777023763129_6667,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,530–539,1,[534],,,,
stu_1777023763129_6667,test_1777023978840_kask7x7,find_previous_next_number,RangeUncertainty,,,,,,,,,,,80–89,1,[85],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,choose_answer,MisidentifiedOperation,WrongAnswer,,,MultiStepProblem,Horizontal,3.0,medium,,,,,1,,,,"[""Subtraction"", ""Multiplication""]","[""Subtraction""]"
stu_1777340051462_9691,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,18890–18899,1,[18892],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,24950–24959,1,[24951],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,87420–87429,1,[87427],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,vertical_operations,ComputationError,WrongAnswer,Subtraction,SubtractionWithBorrow,,Vertical,3.0,medium,,,,,1,,,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,55000–55009,1,[55005],,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,40240–40249,1,[40246],,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,58980–58989,1,[58986],,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,identify_place_value,PlaceValueMisidentification,,,,PlaceValueIdentification,,,,,,,,2,"[948964, 242837]",,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,60530–60539,1,[60533],,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,9800–9809,1,[9804],,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,90180–90189,1,[90180],,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,vertical_operations,ComputationError,WrongAnswer,Multiplication,MultiStepMultiplication,,Vertical,3.0,hard,,,,,1,,,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,76230–76239,1,[76236],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,47320–47329,1,[47323],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,75770–75779,1,[75775],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,RepeatedNumber,,,,PreviousNumber,,,,,,,,2,"[7500, 9770]",,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,TensTransitionMistake,,,,,,,,,,,,2,"[7500, 9770]",,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,8760–8769,1,[8763],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,7500–7509,1,[7500],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,9770–9779,1,[9770],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,6.0,hard,,asc,6.0,,1,,,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,6.0,hard,,asc,3.0,,1,,,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,order_numbers,ReversedDescending,WrongAnswer,,,Ordering,Visual,6.0,hard,,asc,5.0,,1,,,,,
stu_1777340052928_1612,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,68960–68969,1,[68964],,,,
stu_1777340052928_1612,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,77220–77229,1,[77227],,,,
stu_1777340052928_1612,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,19060–19069,1,[19064],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,62410–62419,1,[62416],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,75970–75979,1,[75978],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,find_previous_next_number,RangeUncertainty,,,,,,,,,,,24780–24789,1,[24787],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,order_numbers,OneMisplacedNumber,WrongAnswer,,,Ordering,Visual,6.0,hard,,asc,7.0,,1,,,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,order_numbers,ReversedAscending,WrongAnswer,,,Ordering,Visual,6.0,hard,,desc,6.0,,2,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,choose_answer,MisidentifiedOperation,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Addition""]"
stu_1780967494580_4312,test_1780996897356_kspg977,choose_answer,ComputationError,WrongAnswer,,,OneStepProblem,Horizontal,2.0,easy,,,,,1,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967494580_4312,test_1780996897356_kspg977,decompose_number,IncorrectValues,WrongAnswer,,,Decomposition,Visual,3.0,medium,,,,,1,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,decompose_number,IncorrectValues,WrongAnswer,,,Decomposition,Visual,3.0,medium,,,,,1,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,decompose_number,IncorrectValues,WrongAnswer,,,Decomposition,Visual,2.0,easy,,,,,1,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,decompose_number,IncorrectValues,WrongAnswer,,,Decomposition,Visual,2.0,easy,,,,,1,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,MissingPrevious,,,,PreviousNumber,,,,,,,,2,"[490, 749]",,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,TensTransitionMistake,,,,,,,,,,,,2,"[490, 749]",,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,850–859,1,[857],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,900–909,1,[904],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,490–499,1,[490],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,740–749,1,[749],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,40–49,1,[46],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,10–19,1,[16],,,,
stu_1780967494580_4312,test_1780996897356_kspg977,find_previous_next_number,RangeUncertainty,,,,,,,,,,,20–29,1,[26],,,,
