student_id,assessment_id,assessment_status,fuzzy_status,axis,mastery_score,fuzzy_state,evidence_count,fuzzy_score,fuzzy_coverage,membership_low,membership_medium,membership_high
stu_1777340051462_9691,test_1777341418390_7p46nbr,completed_original,full_assessment,audio_recognition,1,emerging,27,100,1,0,0,0
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,full_assessment,arithmetic_fluency,5.12,proficient,31,96,1,0,0,0.84
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,full_assessment,number_sense,5.12,proficient,31,98,1,0,0,0.9333333333333333
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,full_assessment,sequential_thinking,5.12,proficient,31,94,1,0,0,0.8054054054054055
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,full_assessment,comparison_skill,5.12,proficient,31,50,0,0,1,0
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,full_assessment,visual_matching,5.12,proficient,31,50,0,0,1,0
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,full_assessment,audio_recognition,5.12,proficient,31,100,1,0,0,0
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,full_assessment,arithmetic_fluency,5.1,proficient,27,85,1,0,0,0.4
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,full_assessment,number_sense,5.1,proficient,27,98,1,0,0,0.9333333333333333
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,full_assessment,sequential_thinking,5.1,proficient,27,99,1,0,0,0.9675675675675676
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,full_assessment,comparison_skill,5.1,proficient,27,50,0,0,1,0
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,full_assessment,visual_matching,5.1,proficient,27,50,0,0,1,0
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,full_assessment,audio_recognition,5.1,proficient,27,100,1,0,0,0
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,full_assessment,arithmetic_fluency,1.37,emerging,17,30,1,0.6,0,0
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,full_assessment,number_sense,1.37,emerging,17,30,1,0.5714285714285714,0,0
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,full_assessment,sequential_thinking,1.37,emerging,17,53,1,0.23373493975903603,0.4535211267605636,0
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,full_assessment,comparison_skill,1.37,emerging,17,50,0,0,1,0
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,full_assessment,visual_matching,1.37,emerging,17,50,0,0,1,0
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,full_assessment,audio_recognition,1.37,emerging,17,100,1,0,0,0
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,full_assessment,arithmetic_fluency,5.12,proficient,27,98,1,0,0,0.92
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,full_assessment,number_sense,5.12,proficient,27,99,1,0,0,0.9666666666666667
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,full_assessment,sequential_thinking,5.12,proficient,27,99,1,0,0,0.9675675675675676
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,full_assessment,comparison_skill,5.12,proficient,27,50,0,0,1,0
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,full_assessment,visual_matching,5.12,proficient,27,50,0,0,1,0
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,full_assessment,audio_recognition,5.12,proficient,27,100,1,0,0,0
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,full_assessment,arithmetic_fluency,1.37,emerging,14,30,1,0.6,0,0
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,full_assessment,number_sense,1.37,emerging,14,30,1,0.5714285714285714,0,0
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,full_assessment,sequential_thinking,1.37,emerging,14,75,1,0,0.43999999999999934,0.18918918918918945
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,full_assessment,comparison_skill,1.37,emerging,14,50,0,0,1,0
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,full_assessment,visual_matching,1.37,emerging,14,50,0,0,1,0
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,full_assessment,audio_recognition,1.37,emerging,14,100,1,0,0,0
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,full_assessment,arithmetic_fluency,1,emerging,66,78,1,0,0,0.46827794561933533
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,full_assessment,number_sense,1,emerging,66,78,1,0,0,0.56
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,full_assessment,sequential_thinking,1,emerging,66,100,1,0,0,0
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,full_assessment,comparison_skill,1,emerging,66,100,1,0,0,0
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,full_assessment,visual_matching,1,emerging,66,86,1,0,0,0.6888888888888889
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,full_assessment,audio_recognition,1,emerging,66,88,1,0,0,0.76
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,full_assessment,arithmetic_fluency,5.65,proficient,32,91,1,0,0,0.7824773413897281
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,full_assessment,number_sense,5.65,proficient,32,90,1,0,0,0.7931034482758621
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,full_assessment,sequential_thinking,5.65,proficient,32,87,1,0,0,0.7111111111111111
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,full_assessment,comparison_skill,5.65,proficient,32,100,1,0,0,0
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,full_assessment,visual_matching,5.65,proficient,32,90,1,0,0,0.7777777777777778
stu_1780967494580_4312,test_1781051031467_d8q3s6i,completed_original,full_assessment,audio_recognition,5.65,proficient,32,50,0,0,1,0
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,full_assessment,arithmetic_fluency,2.03,emerging,7,65,1,0,0.6528925619834711,0.13043478260869565
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,full_assessment,number_sense,2.03,emerging,7,32,1,0.4046511627906977,0.005714285714285714,0
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,full_assessment,sequential_thinking,2.03,emerging,7,50,0,0,1,0
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,full_assessment,comparison_skill,2.03,emerging,7,50,0,0,1,0
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,full_assessment,visual_matching,2.03,emerging,7,50,0,0,1,0
stu_1780967494580_4312,test_1781093235410_7hlnif4,completed_original,full_assessment,audio_recognition,2.03,emerging,7,50,0,0,1,0
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,full_assessment,arithmetic_fluency,1,emerging,43,78,1,0,0,0.46827794561933533
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,full_assessment,number_sense,1,emerging,43,100,1,0,0,0
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,full_assessment,sequential_thinking,1,emerging,43,92,1,0,0,0.8153846153846154
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,full_assessment,comparison_skill,1,emerging,43,100,1,0,0,0
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,full_assessment,visual_matching,1,emerging,43,100,1,0,0,0
stu_1780967494776_5259,test_1780996897356_kspg977,completed_original,full_assessment,audio_recognition,1,emerging,43,100,1,0,0,0
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,full_assessment,arithmetic_fluency,5.06,proficient,30,69,1,0,0.3386454183266932,0.25075528700906347
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,full_assessment,number_sense,5.06,proficient,30,98,1,0,0,0.9586206896551724
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,full_assessment,sequential_thinking,5.06,proficient,30,66,1,0,0.37142857142857144,0.24444444444444444
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,full_assessment,comparison_skill,5.06,proficient,30,100,1,0,0,0
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,full_assessment,visual_matching,5.06,proficient,30,100,1,0,0,0
stu_1780967494776_5259,test_1781051031467_d8q3s6i,completed_original,full_assessment,audio_recognition,5.06,proficient,30,50,0,0,1,0
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,full_assessment,arithmetic_fluency,5.59,proficient,29,74,1,0,0.0199203187250996,0.3716012084592145
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,full_assessment,number_sense,5.59,proficient,29,99,1,0,0,0.9793103448275862
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,full_assessment,sequential_thinking,5.59,proficient,29,99,1,0,0,0.9781818181818182
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,full_assessment,comparison_skill,5.59,proficient,29,100,1,0,0,0
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,full_assessment,visual_matching,5.59,proficient,29,91,1,0,0,0.775
stu_1780967494776_5259,test_1781089532764_fckxbu0,completed_original,full_assessment,audio_recognition,5.59,proficient,29,50,0,0,1,0
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,full_assessment,arithmetic_fluency,5.59,proficient,48,74,1,0,0.0199203187250996,0.3716012084592145
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,full_assessment,number_sense,5.59,proficient,48,99,1,0,0,0.9794871794871794
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,full_assessment,sequential_thinking,5.59,proficient,48,99,1,0,0,0.9781818181818182
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,full_assessment,comparison_skill,5.59,proficient,48,100,1,0,0,0
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,full_assessment,visual_matching,5.59,proficient,48,93,1,0,0,0.825
stu_1780967494776_5259,test_1781091763213_4cfhvjq,completed_original,full_assessment,audio_recognition,5.59,proficient,48,50,0,0,1,0
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,full_assessment,arithmetic_fluency,3.13,developing,12,65,1,0,0.6528925619834711,0.13043478260869565
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,full_assessment,number_sense,3.13,developing,12,52,1,0.03255813953488372,0.92,0
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,full_assessment,sequential_thinking,3.13,developing,12,50,0,0,1,0
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,full_assessment,comparison_skill,3.13,developing,12,50,0,0,1,0
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,full_assessment,visual_matching,3.13,developing,12,50,0,0,1,0
stu_1780967494776_5259,test_1781093235410_7hlnif4,completed_original,full_assessment,audio_recognition,3.13,developing,12,50,0,0,1,0
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,full_assessment,arithmetic_fluency,5.65,proficient,42,96,1,0,0,0.9033232628398792
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,full_assessment,number_sense,5.65,proficient,42,99,1,0,0,0.98
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,full_assessment,sequential_thinking,5.65,proficient,42,99,1,0,0,0.9769230769230769
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,full_assessment,comparison_skill,5.65,proficient,42,100,1,0,0,0
stu_1780967494964_3113,test_1780996897356_kspg977,completed_original,full_assessment,visual_matching,5.65,proficient,42,100,1,0,0,0
