student_id,assessment_id,assessment_status,weakness_type,mistake_type,skill,game_type,supporting_item_count,operation,skill_subtype,question_type,format,num_digits,complexity_level,difficulty_zone,examples,expected,given,operations_expected,operations_used
stu_1777023761689_8905,test_1777023978840_kask7x7,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,MultiStepProblem,choose_answer,1,,,MultiStepProblem,Horizontal,3,medium,,,,,"[""Subtraction"",""Multiplication""]","[""Subtraction""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,1,very-easy,,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,MissingPrevious,PreviousNumber,find_previous_next_number,2,,,PreviousNumber,,,,,"[677,887]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,MissingNext,NextNumber,find_previous_next_number,2,,,NextNumber,,,,,"[677,887]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,670-679,[677],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,880-889,[887],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,0-9,[8],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,AddedTen,PreviousNumber,find_previous_next_number,3,,,PreviousNumber,,,,,"[25,24,86]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,AddedTen,NextNumber,find_previous_next_number,3,,,NextNumber,,,,,"[25,24,86]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,2,,,,,,,20-29,"[25,24]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,80-89,[86],,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,,AboveThresholdWeakness,,find_previous_next_number,3,,,,,,,,"[25,24,86]",,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MultipleMisplacements,Ordering,order_numbers,1,,,Ordering,Visual,2,medium,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MultipleMisplacements,Ordering,order_numbers,1,,,Ordering,Visual,2,medium,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,2,,,Ordering,Visual,2,easy,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,2,,,Ordering,Visual,2,easy,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,2,,,Ordering,Visual,2,easy,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,2,,,Ordering,Visual,2,easy,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,4,hard,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,3,medium,,,,,,
stu_1777023761689_8905,test_1781049725283_3of3fqe,completed_original,WrongAnswer,,AdditionWithCarry,vertical_operations,1,Addition,AdditionWithCarry,,Vertical,3,medium,,,,,,
stu_1777023761898_3121,test_1777023978840_kask7x7,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Division""]"
stu_1777023761898_3121,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,470-479,[472],,,,
stu_1777023761898_3121,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,270-279,[272],,,,
stu_1777023761898_3121,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,930-939,[936],,,,
stu_1777023762111_459,test_1777023978840_kask7x7,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1777023762111_459,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,30-39,[34],,,,
stu_1777023762111_459,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,850-859,[854],,,,
stu_1777023762111_459,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,700-709,[707],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,completed_original,WrongAnswer,MisidentifiedOperation,MultiStepProblem,choose_answer,1,,,MultiStepProblem,Horizontal,3,medium,,,,,"[""Subtraction"",""Multiplication""]","[""Subtraction""]"
stu_1777023762305_6832,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,210-219,[213],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,490-499,[495],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,480-489,[488],,,,
stu_1777023762305_6832,test_1777023978840_kask7x7,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,2,medium,,,,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,completed_original,WrongAnswer,ReversedSign,Comparison,compare_numbers,1,,,Comparison,Horizontal,3,hard,,,,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,completed_original,WrongAnswer,ReversedSign,Comparison,compare_numbers,1,,,Comparison,Horizontal,2,medium,,,,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,280-289,[287],,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,530-539,[530],,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,0-9,[2],,,,
stu_1777023762504_1364,test_1777023978840_kask7x7,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,4,hard,,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,medium,,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,5,hard,,,,,"[""Subtraction""]","[""Addition""]"
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Subtraction""]"
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,MultipleMisplacements,Ordering,order_numbers,1,,,Ordering,Visual,6,hard,,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,MultipleMisplacements,Ordering,order_numbers,1,,,Ordering,Visual,6,hard,,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,5,hard,,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,ReversedAscending,Ordering,order_numbers,1,,,Ordering,Visual,5,hard,,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,3,easy,,,,,,
stu_1777023762504_1364,test_1781048227348_yh9wms9,completed_reconstructed,WrongAnswer,,MultiStepMultiplication,vertical_operations,1,Multiplication,MultiStepMultiplication,,Vertical,3,hard,,,,,,
stu_1777023762699_4024,test_1777023978840_kask7x7,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,1,,,Ordering,Visual,2,medium,,,,,,
stu_1777023762699_4024,test_1777023978840_kask7x7,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,1,,,Ordering,Visual,1,easy,,,,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,3,medium,,,,,"[""Addition""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,3,medium,,,,,"[""Subtraction""]","[""Multiplication""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,1,very-easy,,,,,"[""Multiplication""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,1,very-easy,,,,,"[""Multiplication""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Addition""]","[""Subtraction""]"
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,680-689,[685],,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,820-829,[827],,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,30-39,[39],,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,1,,,Ordering,Visual,2,medium,,,,,,
stu_1777023762699_4024,test_1781049725283_3of3fqe,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,2,medium,,,,,,
stu_1777023762902_7362,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,550-559,[554],,,,
stu_1777023762902_7362,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,90-99,[92],,,,
stu_1777023762902_7362,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,120-129,[126],,,,
stu_1777023763129_6667,test_1777023978840_kask7x7,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Addition""]"
stu_1777023763129_6667,test_1777023978840_kask7x7,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Multiplication""]","[""Division""]"
stu_1777023763129_6667,test_1777023978840_kask7x7,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Addition""]","[""Subtraction""]"
stu_1777023763129_6667,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,280-289,[285],,,,
stu_1777023763129_6667,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,530-539,[534],,,,
stu_1777023763129_6667,test_1777023978840_kask7x7,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,80-89,[85],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,completed_original,WrongAnswer,MisidentifiedOperation,MultiStepProblem,choose_answer,1,,,MultiStepProblem,Horizontal,3,medium,,,,,"[""Subtraction"",""Multiplication""]","[""Subtraction""]"
stu_1777340051462_9691,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,18890-18899,[18892],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,24950-24959,[24951],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,87420-87429,[87427],,,,
stu_1777340051462_9691,test_1777341418390_7p46nbr,completed_original,WrongAnswer,,SubtractionWithBorrow,vertical_operations,1,Subtraction,SubtractionWithBorrow,,Vertical,3,medium,,,,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,55000-55009,[55005],,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,40240-40249,[40246],,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,58980-58989,[58986],,,,
stu_1777340052046_4165,test_1777341418390_7p46nbr,completed_original,,PlaceValueMisidentification,PlaceValueIdentification,identify_place_value,2,,,PlaceValueIdentification,,,,,"[948964,242837]",,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,60530-60539,[60533],,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,9800-9809,[9804],,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,90180-90189,[90180],,,,
stu_1777340052233_9667,test_1777341418390_7p46nbr,completed_original,WrongAnswer,,MultiStepMultiplication,vertical_operations,1,Multiplication,MultiStepMultiplication,,Vertical,3,hard,,,,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,76230-76239,[76236],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,47320-47329,[47323],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,75770-75779,[75775],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,RepeatedNumber,PreviousNumber,find_previous_next_number,2,,,PreviousNumber,,,,,"[7500,9770]",,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,TensTransitionMistake,,find_previous_next_number,2,,,,,,,,"[7500,9770]",,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,8760-8769,[8763],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,7500-7509,[7500],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,9770-9779,[9770],,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,6,hard,,,,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,6,hard,,,,,,
stu_1777340052756_4794,test_1777341418390_7p46nbr,completed_original,WrongAnswer,ReversedDescending,Ordering,order_numbers,1,,,Ordering,Visual,6,hard,,,,,,
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,68960-68969,[68964],,,,
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,77220-77229,[77227],,,,
stu_1777340052928_1612,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,19060-19069,[19064],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,62410-62419,[62416],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,75970-75979,[75978],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,,RangeUncertainty,,find_previous_next_number,1,,,,,,,24780-24789,[24787],,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,WrongAnswer,OneMisplacedNumber,Ordering,order_numbers,1,,,Ordering,Visual,6,hard,,,,,,
stu_1777374905378_409,test_1777341418390_7p46nbr,completed_original,WrongAnswer,ReversedAscending,Ordering,order_numbers,2,,,Ordering,Visual,6,hard,,,,,,
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,MisidentifiedOperation,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Addition""]"
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,ComputationError,OneStepProblem,choose_answer,1,,,OneStepProblem,Horizontal,2,easy,,,,,"[""Subtraction""]","[""Subtraction""]"
stu_1780967494580_4312,test_1780996897356_kspg977,completed_original,WrongAnswer,IncorrectValues,Decomposition,decompose_number,1,,,Decomposition,Visual,3,medium,,,,,,
