student_id,test_id,game_type,attempt_idx,log_idx,axis,axis_weight,fine_skill,item_template_id,template_label,config_context_id,operation,operations_expected,operations_used,skill_subtype,question_type,format,num_digits,complexity_level,boundary_type,difficulty_zone,sequence_length,comparison_type,order_direction,decomposition_parts,has_zero_place,place_value_pattern,num_options,num_steps,num_pairs,display_time,max_number_range,min_num_compositions,correct,time_spent_ms,answer_time_category,is_slow,mistake_type,started_at,finished_at,definition_order,config_found,config_source,sparse_template,template_attempts,template_students,runtime_question,runtime_selected,runtime_answered,runtime_correct_answer,runtime_expected,runtime_given,runtime_options,runtime_numbers,runtime_left,runtime_right,runtime_number,config_json
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,0,0,number_sense,1.0,place_value_identification,identify_place_value__3digits__all_digits_same,identify place value | PlaceValue | PlaceValue | 3 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,3,medium,,,,,,,,all_digits_same,,,,,3,,1,32206,fast,0,,2026-04-22T09:28:33.615Z,2026-04-22T09:29:08.592Z,6,1,test_definition,True,1,1,,,,,"{""pos_0"": 5, ""pos_1"": 5, ""pos_2"": 5}","{""pos_0"": 5, ""pos_1"": 5, ""pos_2"": 5}",,,,,555,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,0,1,number_sense,1.0,place_value_identification,identify_place_value__3digits__has_repeated_digits,identify place value | PlaceValue | PlaceValue | 3 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,3,medium,,,,,,,,has_repeated_digits,,,,,3,,0,43218,fast,0,PlaceValueMisidentification,2026-04-22T09:28:33.615Z,2026-04-22T09:29:08.592Z,6,1,test_definition,True,3,2,,,,,"{""pos_0"": 4, ""pos_1"": 8, ""pos_2"": 8}","{""pos_0"": 8, ""pos_1"": 8, ""pos_2"": 4}",,,,,488,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,0,2,number_sense,1.0,place_value_identification,identify_place_value__3digits__has_repeated_digits,identify place value | PlaceValue | PlaceValue | 3 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,3,medium,,,,,,,,has_repeated_digits,,,,,3,,0,34976,fast,0,PlaceValueMisidentification,2026-04-22T09:28:33.615Z,2026-04-22T09:29:08.592Z,6,1,test_definition,True,3,2,,,,,"{""pos_0"": 2, ""pos_1"": 9, ""pos_2"": 9}","{""pos_0"": 9, ""pos_1"": 9, ""pos_2"": 2}",,,,,299,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,1,0,number_sense,1.0,place_value_identification,identify_place_value__2digits__all_digits_distinct,identify place value | PlaceValue | PlaceValue | 2 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,2,easy,,,,,,,,all_digits_distinct,,,,,3,,0,28146,fast,0,PlaceValueMisidentification,2026-04-22T09:29:57.469Z,2026-04-22T09:30:15.385Z,6,1,test_definition,False,42,11,,,,,"{""pos_0"": 9, ""pos_1"": 2}","{""pos_0"": 2, ""pos_1"": 9}",,,,,92,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,1,1,number_sense,1.0,place_value_identification,identify_place_value__2digits__all_digits_same,identify place value | PlaceValue | PlaceValue | 2 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,2,easy,,,,,,,,all_digits_same,,,,,3,,1,20613,fast,0,,2026-04-22T09:29:57.469Z,2026-04-22T09:30:15.385Z,6,1,test_definition,True,4,3,,,,,"{""pos_0"": 4, ""pos_1"": 4}","{""pos_0"": 4, ""pos_1"": 4}",,,,,44,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,1,2,number_sense,1.0,place_value_identification,identify_place_value__2digits__all_digits_same,identify place value | PlaceValue | PlaceValue | 2 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,2,easy,,,,,,,,all_digits_same,,,,,3,,1,17916,fast,0,,2026-04-22T09:29:57.469Z,2026-04-22T09:30:15.385Z,6,1,test_definition,True,4,3,,,,,"{""pos_0"": 1, ""pos_1"": 1}","{""pos_0"": 1, ""pos_1"": 1}",,,,,11,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,2,0,number_sense,1.0,place_value_identification,identify_place_value__2digits__all_digits_distinct,identify place value | PlaceValue | PlaceValue | 2 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,2,easy,,,,,,,,all_digits_distinct,,,,,3,,0,57529,fast,0,PlaceValueMisidentification,2026-04-22T09:31:26.692Z,2026-04-22T09:31:59.449Z,6,1,test_definition,False,42,11,,,,,"{""pos_0"": 6, ""pos_1"": 9}","{""pos_0"": 6, ""pos_1"": 6}",,,,,69,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,2,1,number_sense,1.0,place_value_identification,identify_place_value__2digits__all_digits_distinct,identify place value | PlaceValue | PlaceValue | 2 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,2,easy,,,,,,,,all_digits_distinct,,,,,3,,0,13631,fast,0,PlaceValueMisidentification,2026-04-22T09:31:26.692Z,2026-04-22T09:31:59.449Z,6,1,test_definition,False,42,11,,,,,"{""pos_0"": 5, ""pos_1"": 7}","{""pos_0"": 7, ""pos_1"": 5}",,,,,57,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,identify_place_value,2,2,number_sense,1.0,place_value_identification,identify_place_value__2digits__all_digits_distinct,identify place value | PlaceValue | PlaceValue | 2 digits,identify_place_value__cfg_range3,,,,PlaceValue,PlaceValue,Visual,2,easy,,,,,,,,all_digits_distinct,,,,,3,,0,32757,fast,0,PlaceValueMisidentification,2026-04-22T09:31:26.692Z,2026-04-22T09:31:59.449Z,6,1,test_definition,False,42,11,,,,,"{""pos_0"": 4, ""pos_1"": 2}","{""pos_0"": 2, ""pos_1"": 4}",,,,,42,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 76}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,order_numbers,0,0,sequential_thinking,1.0,number_ordering,order_numbers__asc__seq5__3digits,order numbers | Ordering_asc | Ordering | asc | 3 digits | sequence 5,order_numbers__cfg_range3__maxseq5,,,,Ordering_asc,Ordering,Visual,3,medium,,,5.0,,asc,,,,,,,,3,,1,74834,fast,0,,2026-04-22T09:21:07.236Z,2026-04-22T09:23:28.881Z,4,1,test_definition,True,3,3,,,,,,,,"[414, 572, 255, 247, 868]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,order_numbers,0,1,sequential_thinking,1.0,number_ordering,order_numbers__desc__seq3__3digits,order numbers | Ordering_desc | Ordering | desc | 3 digits | sequence 3,order_numbers__cfg_range3__maxseq5,,,,Ordering_desc,Ordering,Visual,3,medium,,,3.0,,desc,,,,,,,,3,,1,40331,fast,0,,2026-04-22T09:21:07.236Z,2026-04-22T09:23:28.881Z,4,1,test_definition,True,1,1,,,,,,,,"[175, 355, 656]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,order_numbers,0,2,sequential_thinking,1.0,number_ordering,order_numbers__desc__seq2__3digits,order numbers | Ordering_desc | Ordering | desc | 3 digits | sequence 2,order_numbers__cfg_range3__maxseq5,,,,Ordering_desc,Ordering,Visual,3,medium,,,2.0,,desc,,,,,,,,3,,1,26477,fast,0,,2026-04-22T09:21:07.236Z,2026-04-22T09:23:28.881Z,4,1,test_definition,True,2,2,,,,,,,,"[495, 113]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,compare_numbers,0,0,comparison_skill,1.0,number_comparison,compare_numbers__Greater__3digits,compare numbers | Greater | Comparison | Greater | 3 digits,compare_numbers__cfg_range3,,,,Greater,Comparison,Horizontal,3,medium,,,,Greater,,,,,,,,,3,,0,8893,fast,0,ReversedSign,2026-04-22T09:54:51.613Z,2026-04-22T09:55:19.233Z,3,1,test_definition,False,13,13,,,,,,,,,846,326,,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 85}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,compare_numbers,0,1,comparison_skill,1.0,number_comparison,compare_numbers__Less__3digits,compare numbers | Less | Comparison | Less | 3 digits,compare_numbers__cfg_range3,,,,Less,Comparison,Horizontal,3,medium,,,,Less,,,,,,,,,3,,1,12973,medium,0,,2026-04-22T09:54:51.613Z,2026-04-22T09:55:19.233Z,3,1,test_definition,False,13,13,,,,,,,,,258,827,,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 85}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,compare_numbers,0,2,comparison_skill,1.0,number_comparison,compare_numbers__Equal__3digits,compare numbers | Equal | Comparison | Equal | 3 digits,compare_numbers__cfg_range3,,,,Equal,Comparison,Horizontal,3,medium,,,,Equal,,,,,,,,,3,,1,5754,fast,0,,2026-04-22T09:54:51.613Z,2026-04-22T09:55:19.233Z,3,1,test_definition,False,13,13,,,,,,,,,498,498,,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 85}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,compare_numbers,1,0,comparison_skill,1.0,number_comparison,compare_numbers__Greater__2digits,compare numbers | Greater | Comparison | Greater | 2 digits,compare_numbers__cfg_range3,,,,Greater,Comparison,Horizontal,2,easy,,,,Greater,,,,,,,,,3,,0,26141,slow,1,ReversedSign,2026-04-22T09:55:19.370Z,2026-04-22T09:55:59.080Z,3,1,test_definition,True,2,2,,,,,,,,,64,51,,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 85}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,compare_numbers,1,1,comparison_skill,1.0,number_comparison,compare_numbers__Less__2digits,compare numbers | Less | Comparison | Less | 2 digits,compare_numbers__cfg_range3,,,,Less,Comparison,Horizontal,2,easy,,,,Less,,,,,,,,,3,,0,7725,fast,0,ReversedSign,2026-04-22T09:55:19.370Z,2026-04-22T09:55:59.080Z,3,1,test_definition,True,2,2,,,,,,,,,44,47,,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 85}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,compare_numbers,1,2,comparison_skill,1.0,number_comparison,compare_numbers__Equal__2digits,compare numbers | Equal | Comparison | Equal | 2 digits,compare_numbers__cfg_range3,,,,Equal,Comparison,Horizontal,2,easy,,,,Equal,,,,,,,,,3,,1,5843,fast,0,,2026-04-22T09:55:19.370Z,2026-04-22T09:55:59.080Z,3,1,test_definition,True,2,2,,,,,,,,,61,61,,"{""maxNumberRange"": 3, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 85}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,find_previous_next_number,0,0,sequential_thinking,1.0,previous_next_number,find_previous_next_number__3digits__normal_range,find previous next number | PreviousAndNext | Sequence | normal_range | 3 digits,find_previous_next_number__cfg_range3,,,,PreviousAndNext,Sequence,Horizontal,3,medium,normal_range,880-889,,,,,,,,,,,3,,1,55806,fast,0,,2026-04-22T09:54:19.652Z,2026-04-22T09:54:51.475Z,2,1,test_definition,False,24,12,882,,,,"[881, 883]","[881, 883]",,,,,,"{""maxNumberRange"": 3, ""numQuestions"": 2, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,find_previous_next_number,0,1,sequential_thinking,1.0,previous_next_number,find_previous_next_number__2digits__normal_range,find previous next number | PreviousAndNext | Sequence | normal_range | 2 digits,find_previous_next_number__cfg_range3,,,,PreviousAndNext,Sequence,Horizontal,2,easy,normal_range,80-89,,,,,,,,,,,3,,1,31822,fast,0,,2026-04-22T09:54:19.652Z,2026-04-22T09:54:51.475Z,2,1,test_definition,False,10,7,82,,,,"[81, 83]","[81, 83]",,,,,,"{""maxNumberRange"": 3, ""numQuestions"": 2, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,order_numbers,0,0,sequential_thinking,1.0,number_ordering,order_numbers__asc__seq3__3digits,order numbers | Ordering_asc | Ordering | asc | 3 digits | sequence 3,order_numbers__cfg_range3__maxseq5,,,,Ordering_asc,Ordering,Visual,3,medium,,,3.0,,asc,,,,,,,,3,,0,36238,fast,0,ReversedDescending,2026-04-22T09:46:48.063Z,2026-04-22T09:47:56.187Z,4,1,test_definition,True,2,1,,,,,,,,"[169, 132, 241]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,order_numbers,0,1,sequential_thinking,1.0,number_ordering,order_numbers__desc__seq2__3digits,order numbers | Ordering_desc | Ordering | desc | 3 digits | sequence 2,order_numbers__cfg_range3__maxseq5,,,,Ordering_desc,Ordering,Visual,3,medium,,,2.0,,desc,,,,,,,,3,,0,14374,fast,0,ReversedAscending,2026-04-22T09:46:48.063Z,2026-04-22T09:47:56.187Z,4,1,test_definition,True,2,2,,,,,,,,"[892, 160]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,order_numbers,0,2,sequential_thinking,1.0,number_ordering,order_numbers__asc__seq3__3digits,order numbers | Ordering_asc | Ordering | asc | 3 digits | sequence 3,order_numbers__cfg_range3__maxseq5,,,,Ordering_asc,Ordering,Visual,3,medium,,,3.0,,asc,,,,,,,,3,,1,17511,fast,0,,2026-04-22T09:46:48.063Z,2026-04-22T09:47:56.187Z,4,1,test_definition,True,2,1,,,,,,,,"[589, 366, 512]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,order_numbers,1,0,sequential_thinking,1.0,number_ordering,order_numbers__desc__seq3__2digits,order numbers | Ordering_desc | Ordering | desc | 2 digits | sequence 3,order_numbers__cfg_range3__maxseq5,,,,Ordering_desc,Ordering,Visual,2,easy,,,3.0,,desc,,,,,,,,3,,1,17755,fast,0,,2026-04-22T09:47:56.337Z,2026-04-22T09:49:07.715Z,4,1,test_definition,True,2,2,,,,,,,,"[37, 39, 27]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,order_numbers,1,1,sequential_thinking,1.0,number_ordering,order_numbers__asc__seq3__2digits,order numbers | Ordering_asc | Ordering | asc | 2 digits | sequence 3,order_numbers__cfg_range3__maxseq5,,,,Ordering_asc,Ordering,Visual,2,easy,,,3.0,,asc,,,,,,,,3,,0,22673,fast,0,ReversedDescending,2026-04-22T09:47:56.337Z,2026-04-22T09:49:07.715Z,4,1,test_definition,False,6,6,,,,,,,,"[40, 44, 67]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,order_numbers,1,2,sequential_thinking,1.0,number_ordering,order_numbers__desc__seq5__2digits,order numbers | Ordering_desc | Ordering | desc | 2 digits | sequence 5,order_numbers__cfg_range3__maxseq5,,,,Ordering_desc,Ordering,Visual,2,easy,,,5.0,,desc,,,,,,,,3,,0,30949,fast,0,MultipleMisplacements,2026-04-22T09:47:56.337Z,2026-04-22T09:49:07.715Z,4,1,test_definition,False,5,4,,,,,,,,"[15, 40, 23, 99, 73]",,,,"{""maxNumberRange"": 3, ""maxNumbersInSequence"": 5, ""numQuestions"": 3, ""requiredCorrectAnswersMinimumPercent"": 75}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,choose_answer,0,0,arithmetic_fluency,0.6,operation_identification_from_context,choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,Addition,Addition,Addition,OneStepProblem,OneStepProblem,Horizontal,2,easy,,,,,,,,,3.0,,,,2,,1,12759,medium,0,,2026-04-22T09:38:10.871Z,2026-04-22T09:38:38.168Z,8,1,test_definition,False,14,8,في حديقة هناك 45 شجرة، زرعوا 12 شجرة أخرى. كم عدد الأشجار في الحديقة الآن؟,45 + 12,,,,,"[{""correct"": false, ""text"": ""45 - 12""}, {""correct"": false, ""text"": ""12 × 45""}, {""correct"": true, ""text"": ""45 + 12""}]",,,,,"{""maxNumberRange"": 2, ""numOptions"": 3, ""numQuestions"": 3, ""operationsAllowed"": [""Addition"", ""Subtraction"", ""Multiplication""], ""requiredCorrectAnswersMinimumPercent"": 60}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,choose_answer,0,0,number_sense,0.2,operation_identification_from_context,choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,Addition,Addition,Addition,OneStepProblem,OneStepProblem,Horizontal,2,easy,,,,,,,,,3.0,,,,2,,1,12759,medium,0,,2026-04-22T09:38:10.871Z,2026-04-22T09:38:38.168Z,8,1,test_definition,False,14,8,في حديقة هناك 45 شجرة، زرعوا 12 شجرة أخرى. كم عدد الأشجار في الحديقة الآن؟,45 + 12,,,,,"[{""correct"": false, ""text"": ""45 - 12""}, {""correct"": false, ""text"": ""12 × 45""}, {""correct"": true, ""text"": ""45 + 12""}]",,,,,"{""maxNumberRange"": 2, ""numOptions"": 3, ""numQuestions"": 3, ""operationsAllowed"": [""Addition"", ""Subtraction"", ""Multiplication""], ""requiredCorrectAnswersMinimumPercent"": 60}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,choose_answer,0,0,sequential_thinking,0.2,operation_identification_from_context,choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,Addition,Addition,Addition,OneStepProblem,OneStepProblem,Horizontal,2,easy,,,,,,,,,3.0,,,,2,,1,12759,medium,0,,2026-04-22T09:38:10.871Z,2026-04-22T09:38:38.168Z,8,1,test_definition,False,14,8,في حديقة هناك 45 شجرة، زرعوا 12 شجرة أخرى. كم عدد الأشجار في الحديقة الآن؟,45 + 12,,,,,"[{""correct"": false, ""text"": ""45 - 12""}, {""correct"": false, ""text"": ""12 × 45""}, {""correct"": true, ""text"": ""45 + 12""}]",,,,,"{""maxNumberRange"": 2, ""numOptions"": 3, ""numQuestions"": 3, ""operationsAllowed"": [""Addition"", ""Subtraction"", ""Multiplication""], ""requiredCorrectAnswersMinimumPercent"": 60}"
