item_template_id,template_label,game_type,axis,fine_skill,config_context_id,attempts,students,tests,accuracy,slow_rate,sparse_template,num_digits,complexity_level,operation,skill_subtype,boundary_type,comparison_type,order_direction,sequence_length
identify_place_value__6digits__has_repeated_digits,identify place value | PlaceValue | PlaceValue | 6 digits,identify_place_value,number_sense,place_value_identification,identify_place_value__cfg_range6,13,4,1,0.8461538461538461,0.0,False,6,hard,,PlaceValue,,,,
choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose answer | MultiStepProblem | Subtraction-Multiplication | MultiStepProblem | 3 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,11,8,1,0.7272727272727273,0.36363636363636365,False,3,medium,Subtraction-Multiplication,MultiStepProblem,,,,
choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose answer | MultiStepProblem | Subtraction-Multiplication | MultiStepProblem | 3 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,11,8,1,0.7272727272727273,0.36363636363636365,False,3,medium,Subtraction-Multiplication,MultiStepProblem,,,,
choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__3options,choose answer | MultiStepProblem | Subtraction-Multiplication | MultiStepProblem | 3 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,11,8,1,0.7272727272727273,0.36363636363636365,False,3,medium,Subtraction-Multiplication,MultiStepProblem,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,11,6,1,0.9090909090909091,0.18181818181818182,False,2,easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,11,6,1,0.9090909090909091,0.18181818181818182,False,2,easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,11,6,1,0.9090909090909091,0.18181818181818182,False,2,easy,Addition,OneStepProblem,,,,
find_previous_next_number__2digits__normal_range,find previous next number | PreviousAndNext | Sequence | normal_range | 2 digits,find_previous_next_number,sequential_thinking,previous_next_number,find_previous_next_number__cfg_range3,10,7,2,1.0,0.0,False,2,easy,,PreviousAndNext,normal_range,,,
vertical_operations__SubtractionWithBorrow__4digits,vertical operations | SubtractionWithBorrow | Subtraction | VerticalOperation | 4 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range4__ops_Addition-Subtraction__carryTrue__borrowTrue__mulstepFalse__divstepFalse,7,5,1,0.5714285714285714,0.0,False,4,hard,Subtraction,SubtractionWithBorrow,,,,
order_numbers__desc__seq7__6digits,order numbers | Ordering_desc | Ordering | desc | 6 digits | sequence 7,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range6__maxseq7,7,4,1,1.0,0.0,False,6,hard,,Ordering_desc,,,desc,7.0
order_numbers__desc__seq2__2digits,order numbers | Ordering_desc | Ordering | desc | 2 digits | sequence 2,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range2__maxseq7,6,5,1,1.0,0.0,False,2,easy,,Ordering_desc,,,desc,2.0
vertical_operations__AdditionWithCarry__5digits,vertical operations | AdditionWithCarry | Addition | VerticalOperation | 5 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range4__ops_Addition-Subtraction__carryTrue__borrowTrue__mulstepFalse__divstepFalse,6,5,1,1.0,0.0,False,5,hard,Addition,AdditionWithCarry,,,,
vertical_operations__AdditionWithCarry__4digits,vertical operations | AdditionWithCarry | Addition | VerticalOperation | 4 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range4__ops_Addition-Subtraction__carryTrue__borrowTrue__mulstepFalse__divstepFalse,6,4,1,1.0,0.0,False,4,hard,Addition,AdditionWithCarry,,,,
find_previous_next_number__3digits__tens_transition,find previous next number | PreviousAndNext | Sequence | tens_transition | 3 digits,find_previous_next_number,sequential_thinking,previous_next_number,find_previous_next_number__cfg_range3,5,5,2,0.8,0.0,False,3,medium,,PreviousAndNext,tens_transition,,,
choose_answer__Multiplication__OneStepProblem__2digits__4options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,5,3,1,1.0,0.4,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__4options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,5,3,1,1.0,0.4,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__4options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,5,3,1,1.0,0.4,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__4options,choose answer | MultiStepProblem | Subtraction-Multiplication | MultiStepProblem | 3 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,5,3,1,0.8,0.6,False,3,medium,Subtraction-Multiplication,MultiStepProblem,,,,
choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__4options,choose answer | MultiStepProblem | Subtraction-Multiplication | MultiStepProblem | 3 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,5,3,1,0.8,0.6,False,3,medium,Subtraction-Multiplication,MultiStepProblem,,,,
choose_answer__Subtraction-Multiplication__MultiStepProblem__3digits__4options,choose answer | MultiStepProblem | Subtraction-Multiplication | MultiStepProblem | 3 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,5,3,1,0.8,0.6,False,3,medium,Subtraction-Multiplication,MultiStepProblem,,,,
order_numbers__asc__seq3__2digits,order numbers | Ordering_asc | Ordering | asc | 2 digits | sequence 3,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range2__maxseq7,4,4,1,0.75,0.0,False,2,easy,,Ordering_asc,,,asc,3.0
what_number_do_you_hear__2digits__3options,what number do you hear | HeardNumberChoice | AudioRecognition | 2 digits,what_number_do_you_hear,audio_recognition,auditory_number_recognition,what_number_do_you_hear__cfg_range6,4,4,1,1.0,0.0,False,2,easy,,HeardNumberChoice,,,,
order_numbers__asc__seq5__2digits,order numbers | Ordering_asc | Ordering | asc | 2 digits | sequence 5,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range2__maxseq7,4,3,1,1.0,0.0,False,2,easy,,Ordering_asc,,,asc,5.0
vertical_operations__SubtractionWithBorrow__3digits,vertical operations | SubtractionWithBorrow | Subtraction | VerticalOperation | 3 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range3__ops_Addition-Subtraction-Multiplication__carryTrue__borrowTrue__mulstepTrue__divstepFalse,4,3,1,0.75,0.0,False,3,medium,Subtraction,SubtractionWithBorrow,,,,
identify_place_value__2digits__all_digits_distinct,identify place value | PlaceValue | PlaceValue | 2 digits,identify_place_value,number_sense,place_value_identification,identify_place_value__cfg_range3,4,1,1,0.0,0.0,False,2,easy,,PlaceValue,,,,
what_number_do_you_hear__1digits__3options,what number do you hear | HeardNumberChoice | AudioRecognition | 1 digits,what_number_do_you_hear,audio_recognition,auditory_number_recognition,what_number_do_you_hear__cfg_range2,4,1,1,1.0,0.25,False,1,very-easy,,HeardNumberChoice,,,,
vertical_operations__AdditionWithCarry__3digits,vertical operations | AdditionWithCarry | Addition | VerticalOperation | 3 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range3__ops_Addition-Subtraction-Multiplication__carryTrue__borrowTrue__mulstepTrue__divstepFalse,3,3,1,1.0,0.0,False,3,medium,Addition,AdditionWithCarry,,,,
order_numbers__desc__seq5__2digits,order numbers | Ordering_desc | Ordering | desc | 2 digits | sequence 5,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range3__maxseq5,3,2,1,0.6666666666666666,0.0,False,2,easy,,Ordering_desc,,,desc,5.0
order_numbers__asc__seq3__2digits,order numbers | Ordering_asc | Ordering | asc | 2 digits | sequence 3,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range3__maxseq5,2,2,1,0.0,0.0,False,2,easy,,Ordering_asc,,,asc,3.0
order_numbers__desc__seq5__2digits,order numbers | Ordering_desc | Ordering | desc | 2 digits | sequence 5,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range2__maxseq7,2,2,1,1.0,0.0,False,2,easy,,Ordering_desc,,,desc,5.0
vertical_operations__AdditionWithCarry__3digits,vertical operations | AdditionWithCarry | Addition | VerticalOperation | 3 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range4__ops_Addition-Subtraction__carryTrue__borrowTrue__mulstepFalse__divstepFalse,2,2,1,1.0,0.0,False,3,medium,Addition,AdditionWithCarry,,,,
vertical_operations__AdditionWithCarry__4digits,vertical operations | AdditionWithCarry | Addition | VerticalOperation | 4 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range3__ops_Addition-Subtraction-Multiplication__carryTrue__borrowTrue__mulstepTrue__divstepFalse,2,2,1,1.0,0.0,False,4,hard,Addition,AdditionWithCarry,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,2,1,1,1.0,0.0,False,2,easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,2,1,1,1.0,0.0,False,2,easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,2,1,1,1.0,0.0,False,2,easy,Addition,OneStepProblem,,,,
vertical_operations__SubtractionWithBorrow__3digits,vertical operations | SubtractionWithBorrow | Subtraction | VerticalOperation | 3 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range4__ops_Addition-Subtraction__carryTrue__borrowTrue__mulstepFalse__divstepFalse,2,1,1,0.5,0.0,False,3,medium,Subtraction,SubtractionWithBorrow,,,,
what_number_do_you_hear__2digits__3options,what number do you hear | HeardNumberChoice | AudioRecognition | 2 digits,what_number_do_you_hear,audio_recognition,auditory_number_recognition,what_number_do_you_hear__cfg_range2,2,1,1,0.5,0.0,False,2,easy,,HeardNumberChoice,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,1,1,1,1.0,1.0,False,2,easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,1,1,1,1.0,1.0,False,2,easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 2 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,1,1,1,1.0,1.0,False,2,easy,Addition,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,1,1,1,1.0,0.0,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,1,1,1,1.0,1.0,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,1,1,1,1.0,0.0,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,1,1,1,1.0,1.0,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range2__ops_Addition-Subtraction-Multiplication__options3,1,1,1,1.0,0.0,False,2,easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 2 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,1,1,1,1.0,1.0,False,2,easy,Multiplication,OneStepProblem,,,,
order_numbers__asc__seq5__2digits,order numbers | Ordering_asc | Ordering | asc | 2 digits | sequence 5,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range3__maxseq5,1,1,1,1.0,0.0,False,2,easy,,Ordering_asc,,,asc,5.0
order_numbers__desc__seq2__2digits,order numbers | Ordering_desc | Ordering | desc | 2 digits | sequence 2,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range3__maxseq5,1,1,1,1.0,0.0,False,2,easy,,Ordering_desc,,,desc,2.0
decompose_number__3digits__3parts__zeroFalse,decompose number | Decomposition | Decomposition | 3 digits,decompose_number,number_sense,number_decomposition,decompose_number__cfg_range3,5,2,1,1.0,0.0,True,3,medium,,Decomposition,,,,
choose_answer__Subtraction__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 2 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,4,4,1,0.75,0.25,True,2,easy,Subtraction,OneStepProblem,,,,
choose_answer__Subtraction__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 2 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,4,4,1,0.75,0.25,True,2,easy,Subtraction,OneStepProblem,,,,
choose_answer__Subtraction__OneStepProblem__2digits__3options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 2 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,4,4,1,0.75,0.25,True,2,easy,Subtraction,OneStepProblem,,,,
choose_answer__Subtraction__OneStepProblem__3digits__3options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 3 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,4,4,1,1.0,0.25,True,3,medium,Subtraction,OneStepProblem,,,,
choose_answer__Subtraction__OneStepProblem__3digits__3options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 3 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,4,4,1,1.0,0.25,True,3,medium,Subtraction,OneStepProblem,,,,
choose_answer__Subtraction__OneStepProblem__3digits__3options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 3 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,4,4,1,1.0,0.25,True,3,medium,Subtraction,OneStepProblem,,,,
order_numbers__asc__seq5__6digits,order numbers | Ordering_asc | Ordering | asc | 6 digits | sequence 5,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range6__maxseq7,4,4,1,0.75,0.0,True,6,hard,,Ordering_asc,,,asc,5.0
order_numbers__asc__seq6__2digits,order numbers | Ordering_asc | Ordering | asc | 2 digits | sequence 6,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range2__maxseq7,4,4,1,1.0,0.0,True,2,easy,,Ordering_asc,,,asc,6.0
order_numbers__asc__seq7__2digits,order numbers | Ordering_asc | Ordering | asc | 2 digits | sequence 7,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range2__maxseq7,4,4,1,1.0,0.0,True,2,easy,,Ordering_asc,,,asc,7.0
vertical_operations__MultiStepMultiplication__6digits,vertical operations | MultiStepMultiplication | Multiplication | VerticalOperation | 6 digits,vertical_operations,arithmetic_fluency,vertical_operation_fluency,vertical_operations__cfg_range3__ops_Addition-Subtraction-Multiplication__carryTrue__borrowTrue__mulstepTrue__divstepFalse,4,4,1,0.75,0.0,True,6,hard,Multiplication,MultiStepMultiplication,,,,
order_numbers__desc__seq3__6digits,order numbers | Ordering_desc | Ordering | desc | 6 digits | sequence 3,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range6__maxseq7,4,3,1,1.0,0.0,True,6,hard,,Ordering_desc,,,desc,3.0
order_numbers__desc__seq6__6digits,order numbers | Ordering_desc | Ordering | desc | 6 digits | sequence 6,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range6__maxseq7,4,3,1,0.5,0.0,True,6,hard,,Ordering_desc,,,desc,6.0
identify_place_value__1digits__all_digits_same,identify place value | PlaceValue | PlaceValue | 1 digits,identify_place_value,number_sense,place_value_identification,identify_place_value__cfg_range2,4,1,1,1.0,0.0,True,1,very-easy,,PlaceValue,,,,
identify_place_value__5digits__has_repeated_digits,identify place value | PlaceValue | PlaceValue | 5 digits,identify_place_value,number_sense,place_value_identification,identify_place_value__cfg_range6,4,1,1,1.0,0.0,True,5,hard,,PlaceValue,,,,
choose_answer__Addition__OneStepProblem__1digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 1 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,3,3,1,1.0,0.6666666666666666,True,1,very-easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__1digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 1 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,3,3,1,1.0,0.6666666666666666,True,1,very-easy,Addition,OneStepProblem,,,,
choose_answer__Addition__OneStepProblem__1digits__3options,choose answer | OneStepProblem | Addition | OneStepProblem | 1 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,3,3,1,1.0,0.6666666666666666,True,1,very-easy,Addition,OneStepProblem,,,,
order_numbers__asc__seq3__6digits,order numbers | Ordering_asc | Ordering | asc | 6 digits | sequence 3,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range6__maxseq7,3,3,1,0.6666666666666666,0.0,True,6,hard,,Ordering_asc,,,asc,3.0
order_numbers__asc__seq5__3digits,order numbers | Ordering_asc | Ordering | asc | 3 digits | sequence 5,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range3__maxseq5,3,3,1,0.6666666666666666,0.0,True,3,medium,,Ordering_asc,,,asc,5.0
order_numbers__asc__seq7__6digits,order numbers | Ordering_asc | Ordering | asc | 6 digits | sequence 7,order_numbers,sequential_thinking,number_ordering,order_numbers__cfg_range6__maxseq7,3,3,1,0.6666666666666666,0.0,True,6,hard,,Ordering_asc,,,asc,7.0
choose_answer__Subtraction__OneStepProblem__3digits__4options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 3 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,3,2,1,1.0,0.0,True,3,medium,Subtraction,OneStepProblem,,,,
choose_answer__Subtraction__OneStepProblem__3digits__4options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 3 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,3,2,1,1.0,0.0,True,3,medium,Subtraction,OneStepProblem,,,,
choose_answer__Subtraction__OneStepProblem__3digits__4options,choose answer | OneStepProblem | Subtraction | OneStepProblem | 3 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range6__ops_Addition-Subtraction-Multiplication-Division__options4,3,2,1,1.0,0.0,True,3,medium,Subtraction,OneStepProblem,,,,
decompose_number__3digits__2parts__zeroFalse,decompose number | Decomposition | Decomposition | 3 digits,decompose_number,number_sense,number_decomposition,decompose_number__cfg_range3,3,2,1,1.0,0.0,True,3,medium,,Decomposition,,,,
identify_place_value__3digits__has_repeated_digits,identify place value | PlaceValue | PlaceValue | 3 digits,identify_place_value,number_sense,place_value_identification,identify_place_value__cfg_range3,3,2,1,0.3333333333333333,0.0,True,3,medium,,PlaceValue,,,,
identify_place_value__6digits__all_digits_distinct,identify place value | PlaceValue | PlaceValue | 6 digits,identify_place_value,number_sense,place_value_identification,identify_place_value__cfg_range6,3,2,1,1.0,0.0,True,6,hard,,PlaceValue,,,,
choose_answer__Multiplication__OneStepProblem__1digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 1 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,2,2,1,1.0,0.5,True,1,very-easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__1digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 1 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,2,2,1,1.0,0.5,True,1,very-easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__1digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 1 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,2,2,1,1.0,0.5,True,1,very-easy,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__3digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 3 digits,choose_answer,arithmetic_fluency,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,2,2,1,0.5,1.0,True,3,medium,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__3digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 3 digits,choose_answer,number_sense,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,2,2,1,0.5,1.0,True,3,medium,Multiplication,OneStepProblem,,,,
choose_answer__Multiplication__OneStepProblem__3digits__3options,choose answer | OneStepProblem | Multiplication | OneStepProblem | 3 digits,choose_answer,sequential_thinking,operation_identification_from_context,choose_answer__cfg_range3__ops_Addition-Subtraction-Multiplication-Division__options3,2,2,1,0.5,1.0,True,3,medium,Multiplication,OneStepProblem,,,,
compare_numbers__Equal__2digits,compare numbers | Equal | Comparison | Equal | 2 digits,compare_numbers,comparison_skill,number_comparison,compare_numbers__cfg_range3,2,2,2,1.0,0.0,True,2,easy,,Equal,,Equal,,
