student_id,test_id,axis,fuzzy_score,fuzzy_coverage,membership_low,membership_medium,membership_high,fuzzy_confidence,evaluated_grade,fuzzy_rule_fires
stu_1776848879378_2063,test_1776848340577_ghi7b5y,audio_recognition,30,1,0.4,0.0,0.0,0.93,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023080044_2956,test_1777023978840_kask7x7,arithmetic_fluency,98,1,0.0,0.0,0.1,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023080044_2956,test_1777023978840_kask7x7,number_sense,99,1,0.0,0.0,0.05,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023080044_2956,test_1777023978840_kask7x7,sequential_thinking,99,1,0.0,0.0,0.05,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023080044_2956,test_1777023978840_kask7x7,comparison_skill,100,1,0.0,0.0,0.0,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023080044_2956,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023080044_2956,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023761242_7194,test_1777023978840_kask7x7,arithmetic_fluency,93,1,0.0,0.0,0.35,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761242_7194,test_1777023978840_kask7x7,number_sense,97,1,0.0,0.0,0.15,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761242_7194,test_1777023978840_kask7x7,sequential_thinking,98,1,0.0,0.0,0.1,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761242_7194,test_1777023978840_kask7x7,comparison_skill,100,1,0.0,0.0,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761242_7194,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761242_7194,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761468_62,test_1777023978840_kask7x7,arithmetic_fluency,90,1,0.0,0.0,0.5,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761468_62,test_1777023978840_kask7x7,number_sense,96,1,0.0,0.0,0.2,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761468_62,test_1777023978840_kask7x7,sequential_thinking,98,1,0.0,0.0,0.1,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761468_62,test_1777023978840_kask7x7,comparison_skill,100,1,0.0,0.0,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761468_62,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761468_62,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761689_8905,test_1777023978840_kask7x7,arithmetic_fluency,29,1,0.42,0.0,0.0,0.87,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023761689_8905,test_1777023978840_kask7x7,number_sense,88,1,0.0,0.0,0.6,0.87,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023761689_8905,test_1777023978840_kask7x7,sequential_thinking,61,1,0.0,0.6,0.0,0.87,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023761689_8905,test_1777023978840_kask7x7,comparison_skill,30,1,0.4,0.0,0.0,0.87,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023761689_8905,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023761689_8905,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023761898_3121,test_1777023978840_kask7x7,arithmetic_fluency,90,1,0.0,0.0,0.5,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761898_3121,test_1777023978840_kask7x7,number_sense,96,1,0.0,0.0,0.2,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761898_3121,test_1777023978840_kask7x7,sequential_thinking,98,1,0.0,0.0,0.1,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761898_3121,test_1777023978840_kask7x7,comparison_skill,100,1,0.0,0.0,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761898_3121,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023761898_3121,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023762111_459,test_1777023978840_kask7x7,arithmetic_fluency,93,1,0.0,0.0,0.35,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023762111_459,test_1777023978840_kask7x7,number_sense,97,1,0.0,0.0,0.15,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023762111_459,test_1777023978840_kask7x7,sequential_thinking,98,1,0.0,0.0,0.1,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023762111_459,test_1777023978840_kask7x7,comparison_skill,100,1,0.0,0.0,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023762111_459,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023762111_459,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.53,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.1}"
stu_1777023762305_6832,test_1777023978840_kask7x7,arithmetic_fluency,95,1,0.0,0.0,0.25,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023762305_6832,test_1777023978840_kask7x7,number_sense,98,1,0.0,0.0,0.1,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023762305_6832,test_1777023978840_kask7x7,sequential_thinking,99,1,0.0,0.0,0.05,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023762305_6832,test_1777023978840_kask7x7,comparison_skill,100,1,0.0,0.0,0.0,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023762305_6832,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023762305_6832,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.51,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.05}"
stu_1777023762504_1364,test_1777023978840_kask7x7,arithmetic_fluency,98,1,0.0,0.0,0.1,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777023762504_1364,test_1777023978840_kask7x7,number_sense,85,1,0.0,0.0,0.75,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777023762504_1364,test_1777023978840_kask7x7,sequential_thinking,99,1,0.0,0.0,0.05,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777023762504_1364,test_1777023978840_kask7x7,comparison_skill,77,1,0.0,0.0,0.8,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777023762504_1364,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777023762504_1364,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777023762699_4024,test_1777023978840_kask7x7,arithmetic_fluency,30,1,0.4,0.0,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023762699_4024,test_1777023978840_kask7x7,number_sense,30,1,0.4,0.0,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023762699_4024,test_1777023978840_kask7x7,sequential_thinking,51,1,0.0,0.7333333333333333,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023762699_4024,test_1777023978840_kask7x7,comparison_skill,30,1,0.4,0.0,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023762699_4024,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023762699_4024,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023762902_7362,test_1777023978840_kask7x7,arithmetic_fluency,93,1,0.0,0.0,0.35,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.15, ""rG6"": 0.1}"
stu_1777023762902_7362,test_1777023978840_kask7x7,number_sense,97,1,0.0,0.0,0.15,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.15, ""rG6"": 0.1}"
stu_1777023762902_7362,test_1777023978840_kask7x7,sequential_thinking,98,1,0.0,0.0,0.1,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.15, ""rG6"": 0.1}"
stu_1777023762902_7362,test_1777023978840_kask7x7,comparison_skill,90,1,0.0,0.0,0.5,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.15, ""rG6"": 0.1}"
stu_1777023762902_7362,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.15, ""rG6"": 0.1}"
stu_1777023762902_7362,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.15, ""rG6"": 0.1}"
stu_1777023763129_6667,test_1777023978840_kask7x7,arithmetic_fluency,90,1,0.0,0.0,0.5,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.2, ""rG6"": 0.1}"
stu_1777023763129_6667,test_1777023978840_kask7x7,number_sense,96,1,0.0,0.0,0.2,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.2, ""rG6"": 0.1}"
stu_1777023763129_6667,test_1777023978840_kask7x7,sequential_thinking,98,1,0.0,0.0,0.1,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.2, ""rG6"": 0.1}"
stu_1777023763129_6667,test_1777023978840_kask7x7,comparison_skill,80,1,0.0,0.0,1.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.2, ""rG6"": 0.1}"
stu_1777023763129_6667,test_1777023978840_kask7x7,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.2, ""rG6"": 0.1}"
stu_1777023763129_6667,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,0.6666666666666666,0.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.2, ""rG6"": 0.1}"
stu_1777340051462_9691,test_1777341418390_7p46nbr,arithmetic_fluency,75,1,0.0,0.0,0.6666666666666666,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.3, ""rG6"": 0.15}"
stu_1777340051462_9691,test_1777341418390_7p46nbr,number_sense,94,1,0.0,0.0,0.3,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.3, ""rG6"": 0.15}"
stu_1777340051462_9691,test_1777341418390_7p46nbr,sequential_thinking,97,1,0.0,0.0,0.15,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.3, ""rG6"": 0.15}"
stu_1777340051462_9691,test_1777341418390_7p46nbr,comparison_skill,50,0,0.0,0.6666666666666666,0.0,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.3, ""rG6"": 0.15}"
stu_1777340051462_9691,test_1777341418390_7p46nbr,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.3, ""rG6"": 0.15}"
stu_1777340051462_9691,test_1777341418390_7p46nbr,audio_recognition,100,1,0.0,0.0,0.0,0.87,5.02,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.3, ""rG6"": 0.15}"
stu_1777340052046_4165,test_1777341418390_7p46nbr,arithmetic_fluency,96,1,0.0,0.0,0.2,0.87,5.03,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.1}"
stu_1777340052046_4165,test_1777341418390_7p46nbr,number_sense,98,1,0.0,0.0,0.1,0.87,5.03,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.1}"
stu_1777340052046_4165,test_1777341418390_7p46nbr,sequential_thinking,94,1,0.0,0.0,0.3,0.87,5.03,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.1}"
stu_1777340052046_4165,test_1777341418390_7p46nbr,comparison_skill,50,0,0.0,0.6666666666666666,0.0,0.87,5.03,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.1}"
stu_1777340052046_4165,test_1777341418390_7p46nbr,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.03,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.1}"
stu_1777340052046_4165,test_1777341418390_7p46nbr,audio_recognition,100,1,0.0,0.0,0.0,0.87,5.03,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.1}"
stu_1777340052233_9667,test_1777341418390_7p46nbr,arithmetic_fluency,85,1,0.0,0.0,0.75,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777340052233_9667,test_1777341418390_7p46nbr,number_sense,98,1,0.0,0.0,0.1,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777340052233_9667,test_1777341418390_7p46nbr,sequential_thinking,99,1,0.0,0.0,0.05,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777340052233_9667,test_1777341418390_7p46nbr,comparison_skill,50,0,0.0,0.6666666666666666,0.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777340052233_9667,test_1777341418390_7p46nbr,visual_matching,50,0,0.0,0.6666666666666666,0.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777340052233_9667,test_1777341418390_7p46nbr,audio_recognition,100,1,0.0,0.0,0.0,0.87,5.01,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0.1, ""rG6"": 0.05}"
stu_1777340052756_4794,test_1777341418390_7p46nbr,arithmetic_fluency,30,1,0.4,0.0,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777340052756_4794,test_1777341418390_7p46nbr,number_sense,30,1,0.4,0.0,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777340052756_4794,test_1777341418390_7p46nbr,sequential_thinking,53,1,0.0,0.8666666666666667,0.0,0.87,1.41,"{""rG1"": 0.4, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
